X,Y,Z,topic,Source
"I might want to move there to be closer to Japan and have a high paying job,",I would be too worried about my health to move to Beijing.,reb,life_in_dirty_city_if_good_job,micro_c117.xml
but in the end it wouldn't be worth it.,"I might want to move there to be closer to Japan and have a high paying job,",und,life_in_dirty_city_if_good_job,micro_c117.xml
"Even if good employment was secured,",Living in a city where pollution is an excessive problem is not a good idea.,reb,life_in_dirty_city_if_good_job,micro_c118.xml
I would only be contributing to the pollution problem by adding myself and my family.,"Even if good employment was secured,",und,life_in_dirty_city_if_good_job,micro_c118.xml
"One could argue that having a job that pays well would outweigh any negative impacts to the environment,",I would only be contributing to the pollution problem by adding myself and my family.,und,life_in_dirty_city_if_good_job,micro_c118.xml
and that supporting oneself and one's family is more important than protecting the environment.,"One could argue that having a job that pays well would outweigh any negative impacts to the environment,",sup,life_in_dirty_city_if_good_job,micro_c118.xml
"However, I believe it is everyone's responsibility to act in a way that protects our environment for our future generations.","One could argue that having a job that pays well would outweigh any negative impacts to the environment,",reb,life_in_dirty_city_if_good_job,micro_c118.xml
"Just look at Fukushima, do you think that is safe?",I don't think that nuclear energy is safe.,exa,nuclear_energy_safe,micro_c119.xml
Humans are incapable because of greed to operate a reactor without cutting corners and incompetence.,I don't think that nuclear energy is safe.,sup,nuclear_energy_safe,micro_c119.xml
"The pollution is long lasting, as in forever,",I don't think that nuclear energy is safe.,sup,nuclear_energy_safe,micro_c119.xml
It is only safe if you listen to government propaganda.,I don't think that nuclear energy is safe.,sup,nuclear_energy_safe,micro_c119.xml
Is nuclear energy really safe? We all remember three mile island and Fukushima tragedies.,"All things considered, nuclear energy is a safer and more beneficial alternative.",reb,nuclear_energy_safe,micro_c120.xml
However major issues with nuclear power plants is extremely rare.,Is nuclear energy really safe? We all remember three mile island and Fukushima tragedies.,und,nuclear_energy_safe,micro_c120.xml
"In contrast, the known issues to the environment and health from coal burning power plants is well known.",Is nuclear energy really safe? We all remember three mile island and Fukushima tragedies.,und,nuclear_energy_safe,micro_c120.xml
"It has been proven, over six decades, to have a minimal impact on the environment,",Nuclear energy has been proven time and time again to be safe.,sup,nuclear_energy_safe,micro_c121.xml
as they emit almost no greenhouse gases.,"It has been proven, over six decades, to have a minimal impact on the environment,",sup,nuclear_energy_safe,micro_c121.xml
The chances of anything untoward happening to a nuclear facility are also slim.,Nuclear energy has been proven time and time again to be safe.,sup,nuclear_energy_safe,micro_c121.xml
"There have been a few nuclear events since Chernobyl,",Nuclear energy has been proven time and time again to be safe.,reb,nuclear_energy_safe,micro_c121.xml
but there have been relatively few fatalities associated with it.,"There have been a few nuclear events since Chernobyl,",und,nuclear_energy_safe,micro_c121.xml
Nuclear energy has been used for years with very few major issues.,We should use nuclear energy.,sup,nuclear_energy_safe,micro_c122.xml
It is cheap to produce,We should use nuclear energy.,sup,nuclear_energy_safe,micro_c122.xml
"However, it is dirty and damages the environment.",We should use nuclear energy.,reb,nuclear_energy_safe,micro_c122.xml
But as humans we've become so dependent on electricity that we can overlook some of the downfalls of nuclear energy.,"However, it is dirty and damages the environment.",und,nuclear_energy_safe,micro_c122.xml
There are many safeguards in place at power plants to prevent accidents.,Overall nuclear energy is a safe alternative to other forms of energy which can hurt the environment.,sup,nuclear_energy_safe,micro_c123.xml
It's rare to have a nuclear power plant accident.,Overall nuclear energy is a safe alternative to other forms of energy which can hurt the environment.,sup,nuclear_energy_safe,micro_c123.xml
The benefits of nuclear energy outweigh the risks.,Overall nuclear energy is a safe alternative to other forms of energy which can hurt the environment.,sup,nuclear_energy_safe,micro_c123.xml
Clean energy is worth the slight risk of an accident.,The benefits of nuclear energy outweigh the risks.,sup,nuclear_energy_safe,micro_c123.xml
It is toxic,"and no matter what care is taken, there is a risk.",sup,responsible_handling_of_nuclear_waste,micro_c124.xml
"and no matter what care is taken, there is a risk.",There is no way to handle nuclear waste responsibly.,sup,responsible_handling_of_nuclear_waste,micro_c124.xml
No matter where the waste ends up it will still effect the earth and its resources for years to come,There is no way to handle nuclear waste responsibly.,sup,responsible_handling_of_nuclear_waste,micro_c124.xml
Humans are prone to error.,Eventually there will be a leak or some other disastrous scenario,sup,responsible_handling_of_nuclear_waste,micro_c126.xml
No system is perfect.,Eventually there will be a leak or some other disastrous scenario,sup,responsible_handling_of_nuclear_waste,micro_c126.xml
Eventually there will be a leak or some other disastrous scenario,but eventually human error will occur.,sup,responsible_handling_of_nuclear_waste,micro_c126.xml
"It could be handled """"responsibly"""" for a time, possibly even a long time,",but eventually human error will occur.,reb,responsible_handling_of_nuclear_waste,micro_c126.xml
It takes thousands of years to dilute nuclear waste to a level considered safe.,The risk of contamination by far outweighs any economical advantage that creates nuclear waste.,sup,responsible_handling_of_nuclear_waste,micro_c127.xml
Managing nuclear waste poses a huge risk to people and the environment.,The risk of contamination by far outweighs any economical advantage that creates nuclear waste.,sup,responsible_handling_of_nuclear_waste,micro_c127.xml
The risk of contamination by far outweighs any economical advantage that creates nuclear waste.,"Thus, the risk involved handling nuclear waste responsibly is far to great for people and the planet.",sup,responsible_handling_of_nuclear_waste,micro_c127.xml
"If nuclear waste were to get in the wrong hands, (ex. terrorist) the results could be catastrophic.","Thus, the risk involved handling nuclear waste responsibly is far to great for people and the planet.",sup,responsible_handling_of_nuclear_waste,micro_c127.xml
"However, experts have in fact developed the necessary technologies, which mostly are being used today to ensure that the environment and the public are protected.","Thus, the risk involved handling nuclear waste responsibly is far to great for people and the planet.",reb,responsible_handling_of_nuclear_waste,micro_c127.xml
It is very radioactive,"No, there isn't a chance to handle nuclear waste responsibility!",sup,responsible_handling_of_nuclear_waste,micro_c128.xml
hence hard to handle it responsibly.,"No, there isn't a chance to handle nuclear waste responsibility!",sup,responsible_handling_of_nuclear_waste,micro_c128.xml
"It also decays very slowly,",hence hard to handle it responsibly.,sup,responsible_handling_of_nuclear_waste,micro_c128.xml
It's considered a high level waste.,"No, there isn't a chance to handle nuclear waste responsibility!",sup,responsible_handling_of_nuclear_waste,micro_c128.xml
By storing the waste in carefully isolated facilities the danger can be minimized.,Yes there is a chance to handle nuclear waste responsibly.,sup,responsible_handling_of_nuclear_waste,micro_c129.xml
Investing in reactors that can run on nuclear waste is also an option.,Yes there is a chance to handle nuclear waste responsibly.,sup,responsible_handling_of_nuclear_waste,micro_c129.xml
"Landfills are nasty and toxic, this is reasonably true.",Landfills are necessary.,reb,trash_in_landfills,micro_c130.xml
Where then should the trash get put? Out the window?,"Landfills are nasty and toxic, this is reasonably true.",und,trash_in_landfills,micro_c130.xml
The trash needs to go somewhere.,Landfills are necessary.,sup,trash_in_landfills,micro_c130.xml
The garbage needs to be dumped somewhere.,Landfills are necessary.,sup,trash_in_landfills,micro_c130.xml
"There are places in the world without landfills, and they suck.",Landfills are necessary.,sup,trash_in_landfills,micro_c130.xml
because they cause a lot of pollution and run off.,Landfills are bad for handling our trash,sup,trash_in_landfills,micro_c132.xml
Landfills also produce a lot of odor,Landfills are bad for handling our trash,sup,trash_in_landfills,micro_c132.xml
and people have gotten sick from them as well.,Landfills are bad for handling our trash,sup,trash_in_landfills,micro_c132.xml
It also takes up a ton of space and acreage.,Landfills are bad for handling our trash,sup,trash_in_landfills,micro_c132.xml
"However, apparently the thought that we are running out of landfill space is not true.",It also takes up a ton of space and acreage.,und,trash_in_landfills,micro_c132.xml
"That being said, they still are not the best way of handling our trash.","However, apparently the thought that we are running out of landfill space is not true.",und,trash_in_landfills,micro_c132.xml
Government regulation is a powerful and influential entity.,By either enforcing or encouraging solar energy use government may be a driving force.,sup,government_regulation_increases_solar_energy,micro_c134.xml
Though force creates resistance from individuals and corporations.,By either enforcing or encouraging solar energy use government may be a driving force.,reb,government_regulation_increases_solar_energy,micro_c134.xml
"If regulated, solar energy has the potential to solve energy problems.",By either enforcing or encouraging solar energy use government may be a driving force.,sup,government_regulation_increases_solar_energy,micro_c134.xml
Solar energy is an untapped resource in many areas of the world.,"If regulated, solar energy has the potential to solve energy problems.",sup,government_regulation_increases_solar_energy,micro_c134.xml
By passing laws and offering the proper incentives private companies can be motivated to pursue more development and use of wind energy.,"The government has to make the case that wind energy is clean, safe and a way to provide for the future without much intrusion on the environment. Local governments, as well as the federal government, must also coordinate promotion and implementation of wind energy, and finally, the government should force itself by the passing of laws to make government buildings and facilities use wind energy, thereby promoting it.",sup,government_regulation_increases_solar_energy,micro_c138.xml
"and with proper government regulation, the spread of it can be faster.","The government has to make the case that wind energy is clean, safe and a way to provide for the future without much intrusion on the environment. Local governments, as well as the federal government, must also coordinate promotion and implementation of wind energy, and finally, the government should force itself by the passing of laws to make government buildings and facilities use wind energy, thereby promoting it.",sup,government_regulation_increases_solar_energy,micro_c138.xml
Wind energy is a significant part of meeting the needs of society in the future,"The government has to make the case that wind energy is clean, safe and a way to provide for the future without much intrusion on the environment. Local governments, as well as the federal government, must also coordinate promotion and implementation of wind energy, and finally, the government should force itself by the passing of laws to make government buildings and facilities use wind energy, thereby promoting it.",sup,government_regulation_increases_solar_energy,micro_c138.xml
Funding an industry does not guarantee success.,"In conclusion, government aid would not be a factor in the wind industry spreading faster.",sup,government_regulation_increases_solar_energy,micro_c139.xml
"If the industry is self sustainable and profitable, they would eventually be able to stand on their own.",Funding an industry does not guarantee success.,sup,government_regulation_increases_solar_energy,micro_c139.xml
"Government can pass regulations to make wind energy more inviting to investors and businesses,",Government regulations will not necessarily speed up the spread of wind energy.,reb,government_regulation_increases_solar_energy,micro_c141.xml
but only that private investment will really speed up the spread of wind energy.,"Government can pass regulations to make wind energy more inviting to investors and businesses,",und,government_regulation_increases_solar_energy,micro_c141.xml
Energy companies in the U.S. are privately owned and make their choices based on what is economically feasible.,Government regulations will not necessarily speed up the spread of wind energy.,sup,government_regulation_increases_solar_energy,micro_c141.xml
"Favorable tax and investment policies by government may enhance opportunities,",Government regulations will not necessarily speed up the spread of wind energy.,reb,government_regulation_increases_solar_energy,micro_c141.xml
but the government cannot force investment and cannot bring wind to places that lack it in the air speed and quality needed.,"Favorable tax and investment policies by government may enhance opportunities,",und,government_regulation_increases_solar_energy,micro_c141.xml
"Also as more and more customers are offered it in their utility plans and thus, there will be an increase in demand for it which will speed it up also.",The government can regulate electric companies so that they have to incorporate more wind energy into their plans. By forcing them to use wind energy this will indeed speed it up.,sup,government_regulation_increases_solar_energy,micro_c142.xml
There are those that say that government regulation always comes with too much red tape and inevitably slows progress.,The government can regulate electric companies so that they have to incorporate more wind energy into their plans. By forcing them to use wind energy this will indeed speed it up.,reb,government_regulation_increases_solar_energy,micro_c142.xml
"In the case of wind energy, even with red tape regulation can only speed up the spread.",There are those that say that government regulation always comes with too much red tape and inevitably slows progress.,reb,government_regulation_increases_solar_energy,micro_c142.xml
Without regulation companies will not use it.,"In the case of wind energy, even with red tape regulation can only speed up the spread.",sup,government_regulation_increases_solar_energy,micro_c142.xml
as it provides incentives for using wind energy,"Government regulation is important for this,",sup,government_regulation_increases_solar_energy,micro_c143.xml
"and penalties for relying on other, more polluting forms of energy.","Government regulation is important for this,",sup,government_regulation_increases_solar_energy,micro_c143.xml
Wind energy is a viable form of alternative energy production that should be encouraged in use.,"Government regulation is important for this,",sup,government_regulation_increases_solar_energy,micro_c143.xml
"The world must reduce its reliance on fossil fuels as a main source of energy,",Wind energy is a viable form of alternative energy production that should be encouraged in use.,sup,government_regulation_increases_solar_energy,micro_c143.xml
as fossil fuel is finite,"The world must reduce its reliance on fossil fuels as a main source of energy,",sup,government_regulation_increases_solar_energy,micro_c143.xml
and it's use causes widespread damage to the environment.,"The world must reduce its reliance on fossil fuels as a main source of energy,",sup,government_regulation_increases_solar_energy,micro_c143.xml
"Another option of alternate energy, nuclear power, has its own environmental and safety risks that make it non-viable as a main source of power.",Wind energy is a viable form of alternative energy production that should be encouraged in use.,sup,government_regulation_increases_solar_energy,micro_c143.xml
"Wind energy, along with other types of energy such as solar power, is self-renewing, clean, and relatively safe for both people and the surrounding ecosystems.",Wind energy is a viable form of alternative energy production that should be encouraged in use.,sup,government_regulation_increases_solar_energy,micro_c143.xml
It can be exciting to see someone after an absence.,"For the most part, I think long distance relationships work for a short time, but in the long run, no.",reb,long_distance_relationships,micro_c144.xml
"However, not having your partner with you all of the time can cause strain in even the best relationships.",It can be exciting to see someone after an absence.,und,long_distance_relationships,micro_c144.xml
There are many opportunities for people in long distance relationships to engage in risky behavior with people who are not their partner due to the distance.,Long distance relationships on average do not work.,sup,long_distance_relationships,micro_c145.xml
Many people say that long distance relationships work as well as regular relationships,Long distance relationships on average do not work.,reb,long_distance_relationships,micro_c145.xml
but that has yet to be proven.,Many people say that long distance relationships work as well as regular relationships,reb,long_distance_relationships,micro_c145.xml
They would also need to understand that there is going to be a lack of any physical contact for a long period of time.,For this reason I think they usually work at first but however over time they will fail to meet all the criteria of a good relationship.,sup,long_distance_relationships,micro_c147.xml
There are many adults who live fully functional lives even though their parents were divorced.,Divorce is something that kids can recover from.,sup,kids_recovery_from_divorce,micro_c149.xml
It is better for children to be in a loving environment than in one where parents are constantly arguing and fighting with each other.,Divorce is something that kids can recover from.,sup,kids_recovery_from_divorce,micro_c149.xml
"Of course everyone wants to stay together for their children,",Divorce is something that kids can recover from.,reb,kids_recovery_from_divorce,micro_c149.xml
but many people are better off just co-parenting instead of staying married.,"Of course everyone wants to stay together for their children,",und,kids_recovery_from_divorce,micro_c149.xml
because it is very disturbing for them.,"Kids can't recover from a divorce,",sup,kids_recovery_from_divorce,micro_c150.xml
It can affect their whole life and it is very sad.,"Kids can't recover from a divorce,",sup,kids_recovery_from_divorce,micro_c150.xml
"It makes them feel loss of relationship, trust, love, etc.","Kids can't recover from a divorce,",sup,kids_recovery_from_divorce,micro_c150.xml
Divorce is an unfortunate turn of events in any marriage and kids are the one who are hit hardest by it.,Kids can recover from a divorce.,reb,kids_recovery_from_divorce,micro_c151.xml
"However, with some counselling and support they can recover from it.",Divorce is an unfortunate turn of events in any marriage and kids are the one who are hit hardest by it.,und,kids_recovery_from_divorce,micro_c151.xml
It removes them from a toxic environment.,A divorce can be beneficial for the children.,sup,kids_recovery_from_divorce,micro_c153.xml
It also allows the parents to focus on the children instead of fighting with their spouse.,A divorce can be beneficial for the children.,sup,kids_recovery_from_divorce,micro_c153.xml
"It is often more beneficial to have two parents in the household,","As long as the kids are provided with a stable home life, divorce does not have to be an enormous trauma from which there is no recovering.",reb,kids_recovery_from_divorce,micro_c154.xml
"however, if the marriage is unhappy, divorce would be better for all members of the family.","It is often more beneficial to have two parents in the household,",und,kids_recovery_from_divorce,micro_c154.xml
Children are resilient and can often bounce back from traumatic events quicker and more easily than adults.,but it is an event they can recover from.,sup,kids_recovery_from_divorce,micro_c154.xml
"Divorce can be devastating to children in the family,","As long as the kids are provided with a stable home life, divorce does not have to be an enormous trauma from which there is no recovering.",reb,kids_recovery_from_divorce,micro_c154.xml
but it is an event they can recover from.,"Divorce can be devastating to children in the family,",und,kids_recovery_from_divorce,micro_c154.xml
and it creates a lower economic living too,So in short no it is not a good idea,sup,teenage_marriage,micro_c155.xml
as on average they are not college educated.,and it creates a lower economic living too,sup,teenage_marriage,micro_c155.xml
Among other things it also causes stress for the children of the couple,So in short no it is not a good idea,sup,teenage_marriage,micro_c155.xml
as there is often conflict due to not taking proper time to ensure compatibility,Among other things it also causes stress for the children of the couple,sup,teenage_marriage,micro_c155.xml
Teenage marriage often ends in divorce.,So in short no it is not a good idea,sup,teenage_marriage,micro_c155.xml
Teenage marriages could be a good idea if both people truly love one another.,Teenage marriages is not a good idea.,reb,teenage_marriage,micro_c156.xml
"People should have the right to marry whomever they choose to, whenever they choose to.",Teenage marriages could be a good idea if both people truly love one another.,sup,teenage_marriage,micro_c156.xml
"However, this is a very young age, and a teenager's decision making is not up to par with an adults.","People should have the right to marry whomever they choose to, whenever they choose to.",und,teenage_marriage,micro_c156.xml
"Teenage marriage would most likely make a already high divorce rate, even higher.",Teenage marriages is not a good idea.,sup,teenage_marriage,micro_c156.xml
"If teenagers were allowed to marry one another, you would probably see many more kids getting married before even graduating high school!",Teenage marriage would most certainty cause a shake up in our society today.,sup,teenage_marriage,micro_c156.xml
Teenage marriage would most certainty cause a shake up in our society today.,Teenage marriages is not a good idea.,sup,teenage_marriage,micro_c156.xml
and as a teenager you do not have the level required to make a marriage work.,I do not believe teenage marriages are a good idea.,sup,teenage_marriage,micro_c157.xml
Marriage requires maturity,and as a teenager you do not have the level required to make a marriage work.,sup,teenage_marriage,micro_c157.xml
People change as they get older and find themselves.,I do not believe teenage marriages are a good idea.,sup,teenage_marriage,micro_c157.xml
Confidence is a big part of being successful in a relationship.,I do not believe teenage marriages are a good idea.,sup,teenage_marriage,micro_c157.xml
Teenage years are critical for brain development.,Teenage marriages are not a good idea.,sup,teenage_marriage,micro_c158.xml
It is proven that brains are not fully developed into well into the early twenties.,Teenage years are critical for brain development.,sup,teenage_marriage,micro_c158.xml
Teens are still children and,are not ready for responsibility that marriages bring.,sup,teenage_marriage,micro_c158.xml
are not ready for responsibility that marriages bring.,Teenage marriages are not a good idea.,sup,teenage_marriage,micro_c158.xml
There is no harm in waiting a few years.,Teenage marriages are not a good idea.,sup,teenage_marriage,micro_c158.xml
but it can be a lot harder to support children when you are young.,Teenage marriages are not a good idea.,sup,teenage_marriage,micro_c159.xml
"Also, it takes time to work and save enough money to live independently, so getting married may pave the way for kids,",but it can be a lot harder to support children when you are young.,sup,teenage_marriage,micro_c159.xml
People in their teens are still developing and figuring out what they want in life.,Teenage marriages are not a good idea.,sup,teenage_marriage,micro_c159.xml
"The influence of another can make things seem like that is what they want,",Teenage marriages are not a good idea.,reb,teenage_marriage,micro_c159.xml
but they might be putting off personal desires because of that person.,"The influence of another can make things seem like that is what they want,",reb,teenage_marriage,micro_c159.xml
"People change personality-wise, goal-wise, and in many other ways after their teen years.",Teens are not yet ready for all the responsibility that comes with marriage.,sup,teenage_marriage,micro_c160.xml
Teens are not yet ready for all the responsibility that comes with marriage.,"No, teenage marriages are not a good idea.",sup,teenage_marriage,micro_c160.xml
They need to focus on their personal goals and getting their lives in order before sharing their life with anyone else.,Teens are not yet ready for all the responsibility that comes with marriage.,sup,teenage_marriage,micro_c160.xml
It will generally be better for both parties.,"I think that, in most circumstances, teenagers that get pregnant should keep their children.",sup,teenage_parenthood,micro_c161.xml
Having a child will cause the teenager to have to grow up.,It will generally be better for both parties.,sup,teenage_parenthood,micro_c161.xml
"If the child and parent become separated, the entire bloodline and family becomes fractured.",The child will be better off staying with its biological parents.,sup,teenage_parenthood,micro_c161.xml
It is not natural or beneficial for this to happen.,"If the child and parent become separated, the entire bloodline and family becomes fractured.",sup,teenage_parenthood,micro_c161.xml
"No child deserves to become pregnant against their will,",Teenagers that get pregnant should keep their children.,reb,teenage_parenthood,micro_c162.xml
but one should indeed take responsibility if it is of their own accord.,"No child deserves to become pregnant against their will,",und,teenage_parenthood,micro_c162.xml
"I feel that anyone, no matter the age, even a teenager should seek other outlets such as adoption, or raising the child, depending on how they got pregnant (such as rape).",Teenagers that get pregnant should keep their children.,sup,teenage_parenthood,micro_c162.xml
"I firmly believe in the right to choose,",Teenagers that get pregnant should keep their children.,reb,teenage_parenthood,micro_c162.xml
but differ in the areas that we have the right to take a life.,"I firmly believe in the right to choose,",reb,teenage_parenthood,micro_c162.xml
"However, it is a basic human right that people can have children and raise them.",and may have trouble raising a child.,und,teenage_parenthood,micro_c163.xml
Teens are inexperienced with life,and may have trouble raising a child.,sup,teenage_parenthood,micro_c163.xml
and may have trouble raising a child.,Teenagers that get pregnant should keep their children.,reb,teenage_parenthood,micro_c163.xml
Only severely unsuitable parents should be made to give up their kids.,Teenagers that get pregnant should keep their children.,sup,teenage_parenthood,micro_c163.xml
It is a responsibility of government to help children in difficult circumstances.,Teenagers that get pregnant should keep their children.,sup,teenage_parenthood,micro_c163.xml
"Unless the state can prove that a teenager is unfit, abusive, or neglectful to the unborn or born child",then teenagers have the right to keep their children just as any parent would.,reb,teenage_parenthood,micro_c165.xml
There should not be an assumption that a teenager is automatically an unfit parent.,"Unless the state can prove that a teenager is unfit, abusive, or neglectful to the unborn or born child",und,teenage_parenthood,micro_c165.xml
Teenagers have the same parental rights as any biological parent.,then teenagers have the right to keep their children just as any parent would.,sup,teenage_parenthood,micro_c165.xml
Teenagers that get pregnant are not ready to enter into such a commitment.,Teenagers that get pregnant should not keep their children.,sup,teenage_parenthood,micro_c166.xml
They got to where they are now by being in the moment and not thinking about their future.,Teenagers that get pregnant are not ready to enter into such a commitment.,sup,teenage_parenthood,micro_c166.xml
"Their ability to raise a child is questionable,",Teenagers that get pregnant should not keep their children.,sup,teenage_parenthood,micro_c166.xml
and we cannot forget that they themselves are in many ways still children.,Teenagers that get pregnant should not keep their children.,sup,teenage_parenthood,micro_c166.xml
"The teenager will have a much more difficult time getting ahead in life, and this will disproportionately affect the lower classes more than the upper.",Teenagers that get pregnant should not keep their children.,sup,teenage_parenthood,micro_c166.xml
"While they can seek help from family for this,",Teenagers that get pregnant should not keep their children.,reb,teenage_parenthood,micro_c166.xml
not everyone will have the same level of support.,"While they can seek help from family for this,",reb,teenage_parenthood,micro_c166.xml
"If they aren't allowed the freedom to make some of their own decision, and mistakes, they have an unreasonable expectation that everything will always be laid out in a straight, structured line.",Kids need to have some freedom to have some of their time for themselves.,sup,helicopter_parents,micro_c168.xml
Kids need to have some freedom to have some of their time for themselves.,Helicopter parents are bad for children.,sup,helicopter_parents,micro_c168.xml
"Helicopter parents, in spite of their good intentions, often suffocate their children with too much attention.",Helicopter parents are bad for children.,sup,helicopter_parents,micro_c168.xml
"However, the helicopter children do perform better in school and have an opportunity to do much more extracurricular activities.",Helicopter parents are bad for children.,reb,helicopter_parents,micro_c168.xml
"In summary, kids need to be able to be kids.",Helicopter parents are bad for children.,sup,helicopter_parents,micro_c168.xml
because they do not allow their children to learn by making mistakes.,Helicopter parents are not good for their children,sup,helicopter_parents,micro_c169.xml
"When children are unable to make decisions for themselves and learn independence, they cannot function as well as adults.",because they do not allow their children to learn by making mistakes.,sup,helicopter_parents,micro_c169.xml
Children need to learn to think on their own and sometimes even get hurt or make mistakes to grow as people.,because they do not allow their children to learn by making mistakes.,sup,helicopter_parents,micro_c169.xml
The world is a tough place and,Helicopter parents are not good for their children,sup,helicopter_parents,micro_c169.xml
The primary job of a parent is to prepare the child to live independently on their own.,Helicopter parents are bad for their children.,sup,helicopter_parents,micro_c170.xml
A child eventually grows up and parents eventually die.,Helicopter parents are bad for their children.,sup,helicopter_parents,micro_c170.xml
They want to make sure that their child is safe and be there when their child is in need.,Helicopter parents are good for their children.,sup,helicopter_parents,micro_c171.xml
"Although this behavior may seem to hinder the child's independence and self reliance,",They want to make sure that their child is safe and be there when their child is in need.,und,helicopter_parents,micro_c171.xml
"The child will know that if there is something that he strives to do or comprehend, his helicopter parent will be there to help him out.",Helicopter parents are good for their children.,sup,helicopter_parents,micro_c171.xml
the child also has the knowledge that their parent will always be there for them.,"Although this behavior may seem to hinder the child's independence and self reliance,",und,helicopter_parents,micro_c171.xml
"While watchful parents keep their children out of harms way,",Helicopter parents are bad for their children.,reb,helicopter_parents,micro_c172.xml
they also make it difficult for their child to become independent and make their own decisions.,"While watchful parents keep their children out of harms way,",und,helicopter_parents,micro_c172.xml
Children should be able to make some small decisions for themselves at a young age;,they also make it difficult for their child to become independent and make their own decisions.,sup,helicopter_parents,micro_c172.xml
"this way, they can continue to make bigger decisions as they grow into teens and young adults.",Children should be able to make some small decisions for themselves at a young age;,sup,helicopter_parents,micro_c172.xml
"Over involvement in the work, production, and affairs of children impact the child's ability to face consequences and experiences good and bad decisions.",Helicopter parenting has proven to be detrimental to the success of children.,sup,helicopter_parents,micro_c174.xml
While one can argue that this type of parenting style benefits a child due to the active involvement and guidance by a parent,Helicopter parenting has proven to be detrimental to the success of children.,reb,helicopter_parents,micro_c174.xml
there are few arguments to support.,While one can argue that this type of parenting style benefits a child due to the active involvement and guidance by a parent,und,helicopter_parents,micro_c174.xml
"Children need to learn, make their own choices, and live with the consequences of their actions in order to grow and development.",Helicopter parenting has proven to be detrimental to the success of children.,sup,helicopter_parents,micro_c174.xml
"Helicopter parents, because they are overly protective,",tend not to allow their children to develop the ability to effectively cope with adversity on their own.,sup,helicopter_parents,micro_c175.xml
tend not to allow their children to develop the ability to effectively cope with adversity on their own.,Helicopter parents are bad for their children.,sup,helicopter_parents,micro_c175.xml
"Further, such parents' constant hovering prevents their children from really experiencing independence or fully appreciating the benefits (and perils) of risk taking.",Helicopter parents are bad for their children.,sup,helicopter_parents,micro_c175.xml
"There are, of course, real safety concerns from which children need to be protected.","Further, such parents' constant hovering prevents their children from really experiencing independence or fully appreciating the benefits (and perils) of risk taking.",und,helicopter_parents,micro_c175.xml
"However, excessive parental caution is likely to result in children who grow into adults less capable than otherwise in dealing with a complex, sometimes unfriendly, world.","There are, of course, real safety concerns from which children need to be protected.",und,helicopter_parents,micro_c175.xml
"If you do not have any siblings, you have all the attention of your parents and do not have to share.",It is good to be the only child.,sup,only_child,micro_c177.xml
"Furthermore, you don't have any sibling rivalry.",It is good to be the only child.,sup,only_child,micro_c177.xml
You don't have to argue about which TV show to watch.,"Furthermore, you don't have any sibling rivalry.",exa,only_child,micro_c177.xml
There is no pressure to do better than some one else.,It is good to be the only child.,sup,only_child,micro_c177.xml
Furthermore you do not have to be a role model for them.,It is good to be the only child.,sup,only_child,micro_c177.xml
"and because of this, they think they are entitled to more and better things than others as they grow up.",Being an only child is not a good thing.,sup,only_child,micro_c179.xml
Often single children are spoiled,"and because of this, they think they are entitled to more and better things than others as they grow up.",sup,only_child,micro_c179.xml
"Being an only child can also cause feelings of loneliness and isolation, which are not good for a child's mental health.",Being an only child is not a good thing.,sup,only_child,micro_c179.xml
"Being an only child can be boring for a child, so it is also more of a strain on the parents to keep the child busy and to socialize the child.",Being an only child is not a good thing.,sup,only_child,micro_c179.xml
Only children lack necessary social skills.,It is not good to be an only child.,sup,only_child,micro_c180.xml
Our society is mostly self-serving. The majority of only children are too spoiled and would only magnify the problem.,It is not good to be an only child.,sup,only_child,micro_c180.xml
But China has survived as a country with the one child rule,It is not good to be an only child.,reb,only_child,micro_c180.xml
but it has also seen many abuses.,But China has survived as a country with the one child rule,reb,only_child,micro_c180.xml
"Children with siblings are happier as they always have someone to go to for help, or someone to play with.",It is not good to be an only child.,sup,only_child,micro_c181.xml
"While children with siblings might get less attention from their parents,",It is not good to be an only child.,reb,only_child,micro_c181.xml
they get attention from more people.,"While children with siblings might get less attention from their parents,",und,only_child,micro_c181.xml
They have more people to love and trust.,It is not good to be an only child.,sup,only_child,micro_c181.xml
Playing sports together allows the family to connect as a unit.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c182.xml
It encourages the family to undertake a healthier lifestyle.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c182.xml
It also allows them to focus on one another instead of independent items.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c182.xml
It fosters camaraderie with the family via shared interests and events.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c182.xml
It can also demonstrate the benefits of working together.,Doing sports together is a good thing for families.,sup,sports_as_family_activity,micro_c182.xml
"It increases a sense of family togetherness,",Spending time together as a family engaged in sports together is a good thing.,sup,sports_as_family_activity,micro_c183.xml
"gets people outside and into the fresh air and sunshine,",Spending time together as a family engaged in sports together is a good thing.,sup,sports_as_family_activity,micro_c183.xml
and gets the heart rate going.,Spending time together as a family engaged in sports together is a good thing.,sup,sports_as_family_activity,micro_c183.xml
One might argue that it's dangerous for some people to engage in strenuous activity.,and gets the heart rate going.,und,sports_as_family_activity,micro_c183.xml
"However, many sports can be """"toned down"""" for novices or those who are just starting out,",One might argue that it's dangerous for some people to engage in strenuous activity.,reb,sports_as_family_activity,micro_c183.xml
